student_id,course_id,semester,grade,attendance_rate
648,11,Spring 2026,D,91.97
649,8,Fall 2025,D,63.28
649,9,Fall 2025,F,75.45
649,2,Spring 2026,C,91.82
649,1,Spring 2026,A,85.33
649,7,Fall 2025,F,68.5
650,7,Fall 2025,A,76.01
650,11,Fall 2025,B,68.74
650,4,Fall 2025,C,82.43
651,8,Fall 2025,B,90.03
651,2,Fall 2025,D,97.48
651,5,Spring 2026,C,90.99
651,10,Spring 2026,A,74.29
651,7,Spring 2026,F,60.24
652,10,Spring 2026,D,95.43
652,11,Fall 2025,F,75.46
652,6,Fall 2025,F,72.05
652,7,Spring 2026,D,90.96
652,12,Fall 2025,C,72.59
652,5,Spring 2026,D,61.81
653,2,Spring 2026,F,62.96
653,3,Spring 2026,D,73.6
653,7,Fall 2025,D,87.56
653,12,Spring 2026,,78.75
654,9,Spring 2026,B,98.29
654,12,Fall 2025,C,65.67
654,7,Fall 2025,D,65.41
655,2,Fall 2025,A,74.15
655,9,Fall 2025,A,94.04
655,1,Spring 2026,B,76.68
656,4,Fall 2025,C,67.44
656,7,Spring 2026,D,99.71
656,10,Spring 2026,A,95.73
656,1,Spring 2026,C,70.93
656,8,Fall 2025,B,98.37
657,11,Fall 2025,A,93.45
657,5,Spring 2026,F,97.65
657,12,Spring 2026,D,64.76
657,10,Spring 2026,F,96.8
657,6,Fall 2025,C,86.72
658,4,Spring 2026,F,71.56
658,8,Spring 2026,A,63.39
658,10,Fall 2025,C,94.05
658,9,Fall 2025,B,68.36
659,2,Spring 2026,A,89.32
659,5,Spring 2026,B,65.77
659,1,Spring 2026,C,94.45
659,9,Fall 2025,C,72.59
659,6,Spring 2026,C,60.28
659,12,Fall 2025,B,87.71
660,4,Spring 2026,D,91.96
660,9,Spring 2026,B,71.25
660,2,Fall 2025,A,92.19
660,1,Spring 2026,C,69.33
661,4,Fall 2025,D,91.1
661,5,Fall 2025,F,65.33
661,12,Fall 2025,B,89.93
661,1,Fall 2025,B,69.66
662,12,Spring 2026,D,96.11
662,5,Spring 2026,B,88.72
662,3,Spring 2026,C,60.22
663,10,Spring 2026,F,60.64
663,2,Fall 2025,B,94.06
663,5,Spring 2026,A,97.56
663,12,Fall 2025,B,64.84
663,1,Spring 2026,B,83.77
663,4,Fall 2025,F,78.08
663,7,Spring 2026,D,69.67
664,12,Spring 2026,A,67.92
664,9,Spring 2026,C,63.31
664,3,Spring 2026,F,66.54
664,6,Fall 2025,F,76.02
664,10,Fall 2025,A,72.54
665,1,Fall 2025,B,73.4
665,6,Fall 2025,C,61.81
665,10,Fall 2025,B,81.9
666,7,Spring 2026,F,66.49
666,11,Spring 2026,B,61.28
666,6,Spring 2026,D,82.12
666,12,Fall 2025,D,62.38
666,10,Fall 2025,D,88.52
666,4,Fall 2025,C,79.77
666,9,Spring 2026,C,94.08
667,7,Fall 2025,A,82.75
667,10,Fall 2025,F,99.07
667,9,Fall 2025,D,61.3
668,7,Spring 2026,A,73.6
668,11,Fall 2025,C,99.53
668,1,Spring 2026,B,65.61
668,12,Spring 2026,D,92.61
668,9,Spring 2026,C,62.0
669,12,Spring 2026,D,95.39
669,4,Fall 2025,F,65.63
669,9,Fall 2025,C,70.55
669,2,Spring 2026,D,98.8
669,5,Fall 2025,A,89.69
669,8,Spring 2026,F,99.69
669,6,Spring 2026,A,73.62
670,12,Spring 2026,D,78.65
670,1,Fall 2025,C,86.83
670,2,Spring 2026,A,69.47
671,12,Spring 2026,A,60.06
671,8,Fall 2025,B,98.94
671,3,Fall 2025,A,97.81
671,9,Spring 2026,B,81.8
671,5,Spring 2026,C,82.39
672,7,Spring 2026,D,82.62
672,12,Spring 2026,C,75.65
672,9,Fall 2025,B,86.42
673,1,Fall 2025,F,90.47
673,2,Spring 2026,D,61.41
673,9,Spring 2026,F,76.23
673,5,Fall 2025,B,68.14
673,10,Fall 2025,A,75.64
673,12,Fall 2025,F,76.96
674,7,Fall 2025,D,99.92
674,9,Spring 2026,B,64.83
674,2,Spring 2026,C,85.18
674,6,Spring 2026,B,60.06
674,11,Fall 2025,B,85.98
674,3,Fall 2025,F,70.29
674,12,Spring 2026,D,70.73
675,7,Spring 2026,C,76.87
675,9,Spring 2026,B,66.92
675,4,Fall 2025,B,67.93
675,3,Fall 2025,C,62.73
675,10,Fall 2025,F,67.71
675,2,Spring 2026,A,83.86
676,8,Fall 2025,C,96.12
676,10,Spring 2026,B,71.37
676,6,Fall 2025,A,94.19
676,11,Spring 2026,D,79.38
676,7,Spring 2026,F,92.52
676,4,Spring 2026,B,98.25
676,3,Fall 2025,D,60.57
677,1,Spring 2026,A,60.3
677,12,Spring 2026,F,91.52
677,9,Spring 2026,D,89.13
677,6,Spring 2026,F,89.39
677,10,Spring 2026,B,71.14
677,3,Spring 2026,B,81.8
678,7,Fall 2025,B,74.31
678,3,Fall 2025,A,70.7
678,4,Fall 2025,C,75.14
678,10,Spring 2026,D,66.11
678,9,Spring 2026,A,85.04
678,1,Spring 2026,A,72.89
679,7,Spring 2026,D,75.52
679,6,Spring 2026,,91.5
679,2,Fall 2025,B,92.77
680,11,Fall 2025,B,63.0
680,1,Spring 2026,A,98.0
680,2,Fall 2025,D,68.22
680,9,Spring 2026,C,60.54
680,4,Spring 2026,D,86.74
680,6,Spring 2026,A,72.67
681,6,Fall 2025,D,84.28
681,12,Fall 2025,,87.02
681,8,Spring 2026,F,68.73
681,4,Spring 2026,A,98.94
681,7,Fall 2025,A,95.67
681,9,Spring 2026,D,69.07
682,7,Fall 2025,C,97.75
682,2,Spring 2026,C,80.56
682,9,Spring 2026,C,68.47
682,6,Fall 2025,B,68.6
682,8,Fall 2025,B,69.82
682,11,Fall 2025,C,70.0
683,8,Fall 2025,B,63.3
683,7,Spring 2026,C,60.96
683,9,Fall 2025,A,65.44
683,3,Fall 2025,F,96.36
683,4,Spring 2026,F,86.88
683,5,Spring 2026,B,86.88
684,1,Fall 2025,D,79.16
684,11,Spring 2026,F,73.05
684,5,Spring 2026,D,74.93
684,3,Fall 2025,F,93.98
684,8,Spring 2026,D,62.96
684,12,Fall 2025,C,64.58
684,4,Fall 2025,A,79.85
685,6,Spring 2026,B,73.03
685,12,Spring 2026,D,65.63
685,10,Spring 2026,B,64.92
685,5,Spring 2026,B,62.82
685,2,Fall 2025,B,99.96
685,11,Spring 2026,A,69.6
685,3,Fall 2025,D,61.37
686,2,Spring 2026,B,72.63
686,8,Spring 2026,B,99.93
686,6,Spring 2026,B,93.18
686,11,Fall 2025,D,85.31
686,10,Fall 2025,C,76.3
687,5,Fall 2025,A,65.27
687,1,Spring 2026,C,84.22
687,8,Spring 2026,F,87.86
688,1,Fall 2025,A,72.88
688,12,Fall 2025,F,92.02
688,3,Spring 2026,D,76.69
689,9,Fall 2025,B,68.06
689,12,Spring 2026,B,83.12
689,10,Spring 2026,F,96.17
689,7,Spring 2026,A,63.04
690,3,Spring 2026,B,68.05
690,8,Fall 2025,F,97.88
690,9,Fall 2025,B,94.54
690,10,Spring 2026,A,88.86
691,9,Fall 2025,B,86.95
691,11,Spring 2026,B,99.11
691,4,Fall 2025,C,84.99
692,6,Spring 2026,,87.63
692,3,Fall 2025,C,99.71
692,4,Fall 2025,D,94.75
692,8,Spring 2026,D,84.62
692,1,Spring 2026,C,69.47
692,7,Spring 2026,D,94.22
693,5,Fall 2025,B,95.14
693,1,Spring 2026,C,80.75
693,10,Fall 2025,D,61.5
694,12,Fall 2025,A,74.69
694,7,Spring 2026,F,60.83
694,5,Spring 2026,C,91.41
694,4,Fall 2025,D,68.97
694,2,Spring 2026,B,71.24
694,11,Spring 2026,A,99.07
695,12,Fall 2025,A,70.94
695,3,Spring 2026,D,85.34
695,2,Fall 2025,D,65.83
695,6,Fall 2025,A,78.14
695,1,Spring 2026,D,68.79
696,7,Fall 2025,B,63.04
696,11,Spring 2026,F,95.31
696,3,Fall 2025,A,66.51
696,5,Fall 2025,A,78.02
696,8,Fall 2025,D,65.49
696,1,Fall 2025,D,79.2
697,7,Fall 2025,C,89.56
697,5,Fall 2025,C,92.84
697,2,Spring 2026,A,78.89
698,4,Spring 2026,D,87.27
698,5,Spring 2026,A,89.59
698,6,Fall 2025,F,99.71
698,8,Fall 2025,D,68.34
699,3,Spring 2026,F,63.27
699,11,Spring 2026,B,74.48
699,12,Spring 2026,F,63.05
699,9,Fall 2025,B,60.84
699,2,Fall 2025,C,74.94
700,4,Spring 2026,A,90.49
700,2,Spring 2026,F,75.48
700,8,Spring 2026,F,90.74
700,9,Spring 2026,D,95.48
700,7,Fall 2025,C,95.97
700,5,Spring 2026,A,99.31
700,6,Fall 2025,C,73.02
701,1,Spring 2026,F,79.89
701,6,Spring 2026,F,82.06
701,7,Fall 2025,B,86.31
701,10,Spring 2026,A,89.18
701,2,Spring 2026,D,67.17
701,12,Spring 2026,A,85.9
702,4,Spring 2026,F,84.2
702,7,Fall 2025,F,65.67
702,10,Spring 2026,F,76.75
702,5,Spring 2026,F,85.82
702,1,Fall 2025,D,90.02
702,3,Fall 2025,F,95.32
703,11,Fall 2025,B,97.82
703,12,Spring 2026,A,83.7
703,7,Fall 2025,A,61.36
703,6,Spring 2026,F,67.76
703,5,Spring 2026,A,72.99
704,11,Spring 2026,C,78.46
704,12,Fall 2025,C,75.03
704,9,Fall 2025,D,95.86
705,5,Spring 2026,B,61.44
705,2,Spring 2026,D,96.76
705,3,Fall 2025,B,81.86
705,6,Fall 2025,D,93.52
705,7,Spring 2026,A,80.46
705,1,Spring 2026,D,66.09
705,12,Fall 2025,B,75.51
706,11,Fall 2025,A,93.3
706,4,Fall 2025,F,74.63
706,7,Fall 2025,D,95.63
706,3,Fall 2025,C,92.5
706,12,Spring 2026,D,83.71
706,1,Fall 2025,C,84.64
707,12,Spring 2026,B,95.64
707,7,Spring 2026,C,91.34
707,6,Spring 2026,B,63.21
707,8,Fall 2025,C,66.12
707,3,Fall 2025,C,89.54
707,2,Fall 2025,B,95.59
707,4,Fall 2025,B,73.33
708,6,Spring 2026,F,82.27
708,5,Fall 2025,B,61.44
708,3,Spring 2026,A,82.52
708,4,Fall 2025,,87.78
708,10,Spring 2026,B,99.72
709,12,Fall 2025,C,61.74
709,3,Fall 2025,A,90.01
709,8,Spring 2026,D,90.4
709,6,Fall 2025,B,61.49
709,2,Spring 2026,F,80.75
709,9,Spring 2026,F,79.87
710,10,Fall 2025,A,80.97
710,4,Fall 2025,F,72.34
710,2,Spring 2026,B,90.28
710,3,Fall 2025,D,68.35
711,9,Spring 2026,F,79.02
711,12,Spring 2026,C,96.87
711,10,Fall 2025,,63.97
712,11,Fall 2025,D,88.84
712,6,Fall 2025,F,89.98
712,12,Fall 2025,C,74.22
712,4,Fall 2025,D,68.74
712,8,Fall 2025,,67.81
712,10,Spring 2026,D,75.2
712,5,Spring 2026,D,77.75
713,8,Spring 2026,C,73.3
713,9,Fall 2025,C,69.94
713,11,Fall 2025,C,88.42
713,1,Spring 2026,F,81.32
713,6,Fall 2025,B,70.68
713,7,Spring 2026,D,92.92
714,9,Fall 2025,F,81.66
714,11,Spring 2026,C,61.13
714,5,Spring 2026,D,76.15
715,9,Fall 2025,F,78.38
715,6,Fall 2025,A,74.97
715,1,Spring 2026,F,84.65
715,3,Spring 2026,C,97.66
715,12,Fall 2025,F,84.43
716,5,Fall 2025,B,82.8
716,4,Spring 2026,A,79.77
716,7,Spring 2026,D,94.16
716,3,Spring 2026,C,91.34
716,11,Spring 2026,A,74.55
716,9,Spring 2026,,88.83
716,12,Fall 2025,F,92.48
717,4,Fall 2025,B,61.71
717,2,Spring 2026,B,98.03
717,7,Fall 2025,D,85.97
718,10,Fall 2025,D,74.03
718,7,Spring 2026,D,86.49
718,6,Spring 2026,C,95.04
718,12,Spring 2026,C,69.96
718,11,Fall 2025,A,72.08
718,9,Fall 2025,D,99.06
719,2,Spring 2026,A,89.42
719,8,Spring 2026,A,76.88
719,6,Fall 2025,C,69.08
719,11,Fall 2025,A,83.97
720,8,Spring 2026,F,98.26
720,4,Spring 2026,C,89.44
720,2,Fall 2025,,86.52
720,6,Spring 2026,C,66.03
720,12,Spring 2026,A,66.91
721,2,Spring 2026,C,92.09
721,5,Fall 2025,C,78.44
721,9,Fall 2025,F,97.6
722,10,Fall 2025,,95.67
722,5,Spring 2026,B,98.75
722,1,Spring 2026,D,80.47
722,9,Fall 2025,B,61.7
723,7,Fall 2025,F,97.25
723,10,Fall 2025,D,78.49
723,11,Spring 2026,A,80.81
723,8,Fall 2025,A,85.54
723,2,Spring 2026,C,93.77
723,3,Spring 2026,F,93.07
724,2,Spring 2026,B,82.39
724,3,Spring 2026,C,60.92
724,6,Fall 2025,F,87.11
724,12,Spring 2026,A,95.48
724,11,Spring 2026,A,82.11
725,7,Spring 2026,C,82.2
725,6,Spring 2026,D,76.88
725,3,Fall 2025,A,68.65
725,8,Fall 2025,B,95.35
725,4,Fall 2025,D,92.63
725,11,Fall 2025,B,75.22
725,12,Spring 2026,D,83.85
726,1,Fall 2025,B,94.72
726,2,Spring 2026,B,86.31
726,6,Fall 2025,B,85.57
726,10,Spring 2026,B,88.08
726,5,Spring 2026,D,70.7
727,8,Spring 2026,B,84.28
727,11,Fall 2025,A,95.62
727,12,Fall 2025,A,96.64
728,5,Spring 2026,D,67.3
728,8,Spring 2026,B,70.37
728,4,Spring 2026,B,97.1
728,11,Spring 2026,B,63.43
728,6,Fall 2025,D,94.3
728,10,Fall 2025,C,67.24
729,5,Fall 2025,C,85.45
729,6,Fall 2025,A,86.05
729,12,Spring 2026,A,82.69
729,4,Spring 2026,B,74.69
729,1,Fall 2025,D,76.92
730,10,Fall 2025,C,67.84
730,2,Fall 2025,F,69.41
730,9,Spring 2026,A,99.09
730,3,Spring 2026,F,67.32
731,9,Spring 2026,D,85.31
731,4,Spring 2026,A,93.96
731,5,Fall 2025,D,87.88
731,1,Spring 2026,A,79.37
731,10,Fall 2025,A,77.79
731,2,Spring 2026,,90.75
732,12,Fall 2025,A,84.07
732,10,Spring 2026,A,65.09
732,3,Spring 2026,C,62.63
732,9,Fall 2025,C,65.78
732,1,Fall 2025,C,74.28
733,2,Spring 2026,,77.71
733,9,Fall 2025,B,84.54
733,8,Spring 2026,C,75.69
733,12,Fall 2025,C,89.28
733,5,Spring 2026,D,94.85
734,6,Spring 2026,C,69.9
734,8,Spring 2026,A,65.84
734,1,Spring 2026,C,79.42
734,5,Fall 2025,F,72.03
734,12,Fall 2025,D,76.75
735,6,Fall 2025,C,99.73
735,2,Fall 2025,C,74.47
735,8,Fall 2025,A,72.61
735,7,Spring 2026,A,95.79
736,7,Fall 2025,B,65.67
736,12,Spring 2026,B,77.02
736,2,Spring 2026,C,76.31
736,11,Fall 2025,C,75.21
737,8,Spring 2026,F,94.22
737,10,Spring 2026,B,60.37
737,2,Fall 2025,D,98.08
737,6,Fall 2025,C,97.93
737,4,Fall 2025,B,98.47
737,7,Fall 2025,F,88.98
738,6,Spring 2026,B,98.54
738,9,Spring 2026,F,73.69
738,3,Spring 2026,D,66.85
738,8,Fall 2025,A,76.74
738,1,Spring 2026,D,77.04
738,2,Spring 2026,,97.04
739,8,Spring 2026,A,78.91
739,11,Fall 2025,D,79.33
739,2,Fall 2025,F,97.53
739,7,Fall 2025,B,69.56
740,4,Fall 2025,B,99.8
740,9,Fall 2025,A,67.28
740,1,Spring 2026,B,95.27
740,8,Spring 2026,D,70.13
740,12,Spring 2026,F,64.38
741,9,Fall 2025,F,97.19
741,2,Fall 2025,F,69.22
741,7,Fall 2025,C,60.53
741,11,Fall 2025,D,87.46
741,10,Fall 2025,C,78.46
741,3,Spring 2026,C,85.68
742,6,Spring 2026,C,77.97
742,1,Fall 2025,D,76.91
742,11,Fall 2025,C,73.62
742,4,Spring 2026,A,90.86
742,8,Spring 2026,A,85.25
742,9,Fall 2025,A,65.99
742,10,Fall 2025,F,91.65
743,8,Spring 2026,D,94.41
743,4,Spring 2026,F,87.54
743,9,Fall 2025,C,60.78
744,11,Spring 2026,F,84.44
744,10,Spring 2026,D,75.58
744,4,Spring 2026,B,72.31
744,9,Spring 2026,D,72.85
744,12,Spring 2026,B,81.79
745,10,Spring 2026,C,93.65
745,12,Spring 2026,D,71.39
745,5,Spring 2026,B,80.99
745,9,Spring 2026,A,74.18
745,7,Spring 2026,A,83.18
745,6,Fall 2025,A,98.51
745,3,Fall 2025,D,93.15
746,10,Spring 2026,C,87.88
746,7,Fall 2025,F,98.31
746,8,Spring 2026,A,98.1
746,9,Fall 2025,A,81.93
746,12,Spring 2026,F,77.1
746,2,Fall 2025,C,62.02
747,7,Spring 2026,B,91.08
747,5,Spring 2026,B,67.06
747,2,Fall 2025,D,85.01
747,8,Fall 2025,A,96.78
748,7,Fall 2025,C,97.75
748,6,Spring 2026,C,76.56
748,12,Fall 2025,F,97.18
748,8,Spring 2026,C,99.07
748,11,Fall 2025,B,72.96
748,3,Fall 2025,A,69.66
748,2,Fall 2025,D,61.3
749,5,Spring 2026,,91.23
749,12,Fall 2025,F,66.21
749,11,Spring 2026,B,86.83
749,8,Spring 2026,F,93.45
749,4,Spring 2026,B,74.45
750,1,Fall 2025,B,72.39
750,9,Spring 2026,B,79.0
750,5,Fall 2025,A,81.71
751,4,Fall 2025,A,91.07
751,2,Spring 2026,D,76.71
751,9,Spring 2026,F,60.58
751,7,Fall 2025,B,87.54
751,8,Spring 2026,A,92.03
751,6,Fall 2025,A,61.87
752,4,Fall 2025,D,69.9
752,9,Spring 2026,F,85.01
752,10,Fall 2025,D,61.81
752,11,Fall 2025,F,69.31
752,6,Fall 2025,F,71.49
752,8,Fall 2025,C,92.82
752,12,Spring 2026,B,73.92
753,9,Spring 2026,F,68.16
753,6,Spring 2026,D,88.33
753,8,Spring 2026,B,70.32
753,3,Spring 2026,D,83.38
753,11,Fall 2025,A,79.24
754,4,Fall 2025,D,86.15
754,5,Spring 2026,A,74.0
754,9,Spring 2026,C,66.1
755,3,Fall 2025,C,92.57
755,6,Spring 2026,F,62.65
755,8,Fall 2025,B,89.53
755,7,Spring 2026,D,79.69
755,5,Spring 2026,A,69.03
755,12,Spring 2026,D,70.01
755,10,Spring 2026,F,69.68
756,8,Fall 2025,B,88.71
756,7,Spring 2026,D,89.74
756,2,Fall 2025,D,83.69
757,11,Spring 2026,C,93.2
757,2,Fall 2025,B,77.71
757,9,Spring 2026,A,69.67
757,3,Spring 2026,D,96.91
757,8,Fall 2025,C,71.56
757,1,Fall 2025,F,93.39
758,2,Fall 2025,D,94.86
758,10,Spring 2026,F,64.53
758,3,Fall 2025,D,98.62
758,4,Spring 2026,B,75.22
758,7,Fall 2025,F,61.08
759,2,Fall 2025,F,84.03
759,1,Spring 2026,B,91.11
759,6,Spring 2026,C,64.36
759,5,Fall 2025,B,95.53
759,8,Fall 2025,D,91.26
759,11,Fall 2025,D,91.58
759,4,Spring 2026,B,61.33
760,4,Spring 2026,A,66.83
760,7,Fall 2025,A,62.54
760,11,Spring 2026,A,66.07
760,6,Spring 2026,A,81.86
760,2,Fall 2025,D,89.79
761,1,Spring 2026,F,99.51
761,8,Spring 2026,,97.23
761,6,Fall 2025,F,78.95
761,9,Spring 2026,F,99.05
762,7,Fall 2025,C,86.53
762,2,Spring 2026,B,67.14
762,6,Fall 2025,C,92.78
762,5,Fall 2025,B,84.04
763,2,Fall 2025,C,77.53
763,5,Spring 2026,B,92.6
763,10,Fall 2025,A,97.91
764,1,Spring 2026,D,92.32
764,12,Fall 2025,C,86.84
764,6,Spring 2026,A,71.15
764,5,Spring 2026,F,74.32
764,10,Fall 2025,B,78.26
765,7,Spring 2026,D,80.02
765,5,Spring 2026,A,89.45
765,10,Fall 2025,D,69.35
765,11,Fall 2025,D,92.93
766,2,Fall 2025,F,89.43
766,11,Fall 2025,F,84.25
766,6,Spring 2026,D,77.75
766,4,Spring 2026,B,78.01
766,3,Spring 2026,D,89.18
766,10,Spring 2026,F,81.12
767,3,Spring 2026,D,63.28
767,4,Spring 2026,F,85.33
767,10,Spring 2026,A,92.28
767,1,Fall 2025,B,80.71
767,8,Fall 2025,D,67.86
767,5,Spring 2026,F,71.76
767,7,Fall 2025,B,82.59
768,5,Spring 2026,D,82.03
768,10,Fall 2025,A,92.63
768,9,Fall 2025,C,85.43
769,6,Fall 2025,F,74.62
769,12,Spring 2026,B,83.42
769,3,Spring 2026,C,65.55
769,11,Fall 2025,C,85.2
769,7,Fall 2025,F,93.28
769,8,Fall 2025,F,94.12
770,1,Fall 2025,B,61.63
770,7,Spring 2026,F,79.88
770,9,Fall 2025,F,76.86
770,4,Fall 2025,D,80.24
770,10,Fall 2025,F,92.73
770,6,Fall 2025,D,70.29
770,5,Fall 2025,A,80.95
771,1,Spring 2026,A,63.17
771,6,Fall 2025,D,75.02
771,12,Fall 2025,A,92.65
771,8,Spring 2026,B,71.62
771,3,Spring 2026,B,89.15
772,5,Fall 2025,F,87.37
772,8,Fall 2025,A,80.75
772,2,Fall 2025,F,89.65
772,7,Spring 2026,F,84.25
773,6,Spring 2026,D,75.06
773,1,Spring 2026,A,86.25
773,9,Spring 2026,B,75.76
773,7,Fall 2025,F,99.1
773,5,Fall 2025,B,71.34
773,12,Spring 2026,D,73.45
773,2,Spring 2026,,96.89
774,12,Spring 2026,C,84.56
774,10,Fall 2025,F,62.27
774,3,Spring 2026,F,97.25
774,11,Spring 2026,A,96.18
774,2,Fall 2025,F,81.37
775,11,Spring 2026,F,99.17
775,3,Fall 2025,A,66.0
775,10,Spring 2026,F,95.64
775,5,Spring 2026,A,90.98
775,4,Fall 2025,D,76.21
775,1,Fall 2025,B,80.94
775,12,Spring 2026,F,97.18
776,5,Spring 2026,F,84.59
776,9,Spring 2026,A,67.71
776,12,Fall 2025,A,69.65
776,6,Fall 2025,B,80.72
777,7,Fall 2025,C,61.89
777,6,Fall 2025,C,87.46
777,4,Spring 2026,A,68.46
777,12,Spring 2026,B,75.51
778,5,Spring 2026,B,86.57
778,3,Spring 2026,F,70.84
778,6,Spring 2026,C,85.37
778,2,Fall 2025,B,69.03
778,1,Fall 2025,D,74.28
778,10,Fall 2025,C,70.61
778,12,Fall 2025,D,84.1
779,5,Spring 2026,A,98.73
779,3,Fall 2025,C,71.36
779,7,Spring 2026,B,65.54
779,10,Fall 2025,B,93.69
780,8,Fall 2025,,92.81
780,5,Fall 2025,F,78.14
780,7,Spring 2026,F,94.68
780,12,Spring 2026,C,70.67
781,3,Spring 2026,D,72.98
781,8,Fall 2025,A,70.48
781,7,Spring 2026,C,72.57
781,4,Fall 2025,B,89.24
781,6,Spring 2026,D,95.76
781,9,Fall 2025,,71.52
782,11,Spring 2026,C,96.05
782,12,Spring 2026,A,89.99
782,7,Spring 2026,F,62.04
782,1,Spring 2026,B,87.84
782,8,Spring 2026,B,83.96
782,10,Fall 2025,B,68.99
783,9,Fall 2025,F,65.45
783,8,Spring 2026,F,94.08
783,3,Spring 2026,,77.61
783,12,Fall 2025,D,92.67
783,7,Fall 2025,A,69.21
783,6,Fall 2025,F,68.7
783,5,Spring 2026,F,83.92
784,5,Spring 2026,F,98.18
784,3,Fall 2025,B,68.98
784,10,Fall 2025,A,97.79
784,11,Spring 2026,F,86.86
784,8,Fall 2025,F,62.21
784,12,Spring 2026,A,70.69
785,10,Fall 2025,F,90.28
785,3,Fall 2025,F,96.54
785,6,Fall 2025,F,82.28
785,9,Fall 2025,D,82.58
785,8,Fall 2025,F,60.54
785,5,Spring 2026,A,70.96
785,2,Spring 2026,D,90.45
786,9,Spring 2026,B,94.56
786,3,Fall 2025,D,70.44
786,11,Fall 2025,,62.33
787,3,Fall 2025,D,95.29
787,7,Spring 2026,F,84.49
787,11,Fall 2025,F,76.39
787,6,Fall 2025,F,64.3
788,4,Fall 2025,C,62.02
788,9,Fall 2025,C,76.25
788,5,Spring 2026,F,67.97
788,2,Spring 2026,A,93.31
788,1,Spring 2026,B,84.78
788,3,Fall 2025,A,86.27
789,6,Spring 2026,A,79.41
789,3,Spring 2026,D,65.43
789,1,Spring 2026,A,93.9
790,10,Fall 2025,D,77.58
790,8,Fall 2025,F,77.21
790,3,Fall 2025,C,90.85
790,5,Fall 2025,D,96.83
790,12,Spring 2026,D,99.34
791,8,Spring 2026,B,95.72
791,5,Spring 2026,F,94.49
791,1,Spring 2026,A,76.38
791,6,Fall 2025,F,95.99
792,2,Spring 2026,C,74.35
792,4,Spring 2026,F,85.49
792,11,Spring 2026,F,60.69
792,10,Spring 2026,A,69.07
792,8,Fall 2025,B,66.14
792,6,Spring 2026,F,72.31
793,12,Fall 2025,C,81.89
793,10,Fall 2025,A,93.12
793,8,Spring 2026,C,90.69
793,9,Fall 2025,D,65.44
793,11,Spring 2026,C,94.73
793,2,Spring 2026,A,74.34
793,7,Spring 2026,A,97.99
794,4,Fall 2025,B,86.26
794,8,Fall 2025,F,95.39
794,9,Fall 2025,A,65.71
794,3,Fall 2025,D,97.11
794,7,Spring 2026,D,83.1
794,11,Fall 2025,C,85.53
794,2,Spring 2026,A,89.52
795,1,Fall 2025,D,88.71
795,7,Spring 2026,F,86.94
795,9,Fall 2025,A,80.03
795,12,Spring 2026,B,83.72
795,6,Spring 2026,D,72.43
796,8,Spring 2026,D,73.7
796,3,Fall 2025,C,97.56
796,1,Fall 2025,B,90.62
796,2,Spring 2026,D,94.53
796,9,Spring 2026,,68.91
797,1,Fall 2025,D,62.2
797,4,Spring 2026,C,71.48
797,12,Fall 2025,C,66.31
797,6,Fall 2025,D,82.32
797,8,Spring 2026,B,89.52
797,11,Spring 2026,B,91.6
797,10,Spring 2026,B,84.12
798,8,Spring 2026,A,84.66
798,12,Spring 2026,B,70.61
798,5,Fall 2025,F,82.33
798,10,Fall 2025,F,75.7
799,3,Spring 2026,F,97.98
799,11,Fall 2025,A,78.11
799,7,Spring 2026,C,91.05
799,2,Fall 2025,A,97.75
799,12,Fall 2025,F,87.06
799,10,Spring 2026,D,78.44
800,3,Fall 2025,C,98.85
800,11,Spring 2026,D,78.14
800,2,Fall 2025,C,74.58
800,6,Spring 2026,F,73.8
800,10,Fall 2025,B,71.53
801,3,Spring 2026,B,82.84
801,12,Fall 2025,A,93.67
801,5,Fall 2025,C,95.96
802,12,Spring 2026,F,64.7
802,11,Spring 2026,D,80.4
802,8,Spring 2026,C,95.56
802,6,Spring 2026,A,91.72
803,6,Spring 2026,B,96.02
803,1,Spring 2026,,82.14
803,2,Fall 2025,F,70.16
803,4,Spring 2026,D,70.25
803,12,Fall 2025,D,68.66
804,3,Spring 2026,F,74.35
804,10,Fall 2025,C,93.55
804,9,Spring 2026,A,81.76
805,8,Fall 2025,B,86.45
805,11,Fall 2025,B,63.98
805,1,Fall 2025,C,85.85
806,2,Spring 2026,B,72.82
806,10,Spring 2026,A,89.66
806,11,Fall 2025,C,64.56
806,1,Fall 2025,A,60.33
806,4,Fall 2025,F,80.2
806,3,Fall 2025,A,79.86
807,2,Fall 2025,A,92.18
807,6,Spring 2026,C,97.81
807,3,Fall 2025,F,96.75
807,8,Spring 2026,A,76.54
807,10,Fall 2025,F,80.62
807,5,Fall 2025,F,89.21
807,12,Fall 2025,D,98.13
808,5,Fall 2025,B,86.55
808,2,Fall 2025,C,95.94
808,11,Fall 2025,C,61.4
808,8,Spring 2026,D,76.0
809,4,Spring 2026,F,62.24
809,11,Spring 2026,B,65.08
809,8,Fall 2025,C,69.07
809,7,Fall 2025,D,70.73
810,7,Fall 2025,B,82.29
810,10,Fall 2025,D,99.05
810,6,Fall 2025,B,94.79
810,3,Fall 2025,C,69.25
810,4,Fall 2025,A,97.47
811,9,Spring 2026,B,72.96
811,6,Fall 2025,B,69.17
811,5,Spring 2026,A,70.47
811,11,Spring 2026,F,69.81
811,2,Fall 2025,B,78.29
811,8,Spring 2026,F,88.41
